"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","mt"
659563,2018,10,31,"2018-10-31","20:35:00",3,"TX",48,0,52,0,0,0,0,29.71,-95.17,29.71,-95.17,0,0,0,0,0,201,0,0,0,"EG"
659564,2018,10,31,"2018-10-31","20:45:00",3,"TX",48,0,53,0,0,0,0,29.6648,-95.1792,29.6648,-95.1792,0,0,0,0,0,201,0,0,0,"EG"
659565,2018,10,31,"2018-10-31","20:45:00",3,"TX",48,0,50,0,0,0,0,29.42,-95.25,29.42,-95.25,0,0,0,0,0,39,0,0,0,"EG"
659566,2018,10,31,"2018-10-31","20:45:00",3,"TX",48,0,56,0,0,0,0,28.963,-95.8701,28.963,-95.8701,0,0,0,0,0,321,0,0,0,"EG"
659567,2018,10,31,"2018-10-31","20:45:00",3,"TX",48,0,56,0,0,0,0,28.963,-95.8701,28.963,-95.8701,0,0,0,0,0,321,0,0,0,"EG"
659568,2018,10,31,"2018-10-31","20:50:00",3,"TX",48,0,56,0,0,0,0,29.5532,-95.0947,29.5532,-95.0947,0,0,0,0,0,201,0,0,0,"EG"
659569,2018,10,31,"2018-10-31","21:00:00",3,"TX",48,0,51,0,0,0,0,29.5282,-95.1628,29.5282,-95.1628,0,0,0,0,0,201,0,0,0,"EG"
659570,2018,10,31,"2018-10-31","21:00:00",3,"TX",48,0,55,0,0,0,0,29.8291,-94.8034,29.8291,-94.8034,0,0,0,0,0,71,0,0,0,"EG"
659571,2018,10,31,"2018-10-31","21:20:00",3,"TX",48,0,56,0,0,0,0,29.4082,-94.9202,29.4082,-94.9202,0,0,0,0,0,167,0,0,0,"EG"
659572,2018,10,31,"2018-10-31","21:50:00",3,"TX",48,0,50,0,0,0,0,29.3058,-94.8015,29.3058,-94.8015,0,0,0,0,0,167,0,0,0,"EG"
659573,2018,10,31,"2018-10-31","22:00:00",3,"TX",48,0,52,0,0,0,0,29.28,-94.8199,29.28,-94.8199,0,0,0,0,0,167,0,0,0,"EG"
659574,2018,10,31,"2018-10-31","22:37:00",3,"LA",22,0,50,0,0,2000,0,32.7667,-92.0096,32.7667,-92.0096,0,0,0,0,0,67,0,0,0,"EG"
659575,2018,10,31,"2018-10-31","23:10:00",3,"LA",22,0,70,0,0,0,0,30.1823,-93.2734,30.1823,-93.2734,0,0,0,0,0,19,0,0,0,"EG"
659576,2018,10,31,"2018-10-31","23:13:00",3,"LA",22,0,50,0,0,2000,0,32.92,-91.67,32.92,-91.67,0,0,0,0,0,67,0,0,0,"EG"
659334,2018,10,2,"2018-10-02","12:53:00",3,"PA",42,0,52,0,0,0,0,41.7,-80.11,41.7,-80.11,0,0,0,0,0,39,0,0,0,"EG"
659335,2018,10,2,"2018-10-02","13:06:00",3,"PA",42,0,52,0,0,0,0,41.786,-77.0722,41.786,-77.0722,0,0,0,0,0,117,0,0,0,"EG"
659336,2018,10,2,"2018-10-02","13:50:00",3,"PA",42,0,52,0,0,0,0,41.956,-79.4532,41.956,-79.4532,0,0,0,0,0,123,0,0,0,"EG"
659337,2018,10,2,"2018-10-02","14:05:00",3,"PA",42,0,50,0,0,10000,0,41.7,-76.55,41.7,-76.55,0,0,0,0,0,15,0,0,0,"EG"
659338,2018,10,2,"2018-10-02","14:10:00",3,"PA",42,0,50,0,0,10000,0,41.71,-76.48,41.71,-76.48,0,0,0,0,0,15,0,0,0,"EG"
659339,2018,10,2,"2018-10-02","14:45:00",3,"NY",36,0,52,0,0,3000,0,41.2393,-73.8041,41.2393,-73.8041,0,0,0,0,0,119,0,0,0,"EG"
659340,2018,10,2,"2018-10-02","14:58:00",3,"NY",36,0,52,0,0,3000,0,41.2086,-73.7361,41.2086,-73.7361,0,0,0,0,0,119,0,0,0,"EG"
659341,2018,10,2,"2018-10-02","14:59:00",3,"WV",54,0,50,0,0,500,0,39.291,-80.7659,39.291,-80.7659,0,0,0,0,0,17,0,0,0,"EG"
659342,2018,10,2,"2018-10-02","14:59:00",3,"PA",42,0,50,0,0,1000,0,40.3723,-79.6976,40.3723,-79.6976,0,0,0,0,0,129,0,0,0,"EG"
659343,2018,10,2,"2018-10-02","15:05:00",3,"PA",42,0,50,0,0,1500,0,41.16,-79.1,41.16,-79.1,0,0,0,0,0,65,0,0,0,"EG"
659344,2018,10,2,"2018-10-02","15:10:00",3,"PA",42,0,50,0,0,0,0,41.55,-79.03,41.55,-79.03,0,0,0,0,0,53,0,0,0,"EG"
659345,2018,10,2,"2018-10-02","15:20:00",3,"WV",54,0,50,0,0,500,0,39.2862,-80.6461,39.2862,-80.6461,0,0,0,0,0,17,0,0,0,"EG"
659346,2018,10,2,"2018-10-02","15:21:00",3,"PA",42,0,50,0,0,1000,0,39.9314,-80.3852,39.9314,-80.3852,0,0,0,0,0,59,0,0,0,"EG"
659347,2018,10,2,"2018-10-02","15:21:00",3,"PA",42,0,50,0,0,10000,0,41.15,-76.15,41.15,-76.15,0,0,0,0,0,79,0,0,0,"EG"
659348,2018,10,2,"2018-10-02","15:23:00",3,"PA",42,0,50,0,0,1000,0,39.94,-80.38,39.94,-80.38,0,0,0,0,0,59,0,0,0,"EG"
659349,2018,10,2,"2018-10-02","15:24:00",3,"PA",42,0,52,0,0,1000,0,41.4844,-78.6591,41.4844,-78.6591,0,0,0,0,0,47,0,0,0,"EG"
659350,2018,10,2,"2018-10-02","15:31:00",3,"PA",42,0,50,0,0,1000,0,41.14,-78.8,41.14,-78.8,0,0,0,0,0,65,0,0,0,"EG"
659351,2018,10,2,"2018-10-02","15:31:00",3,"PA",42,0,50,0,0,1000,0,40.23,-79.59,40.23,-79.59,0,0,0,0,0,129,0,0,0,"EG"
659352,2018,10,2,"2018-10-02","15:31:00",3,"PA",42,0,50,0,0,1000,0,40.2541,-79.5595,40.2541,-79.5595,0,0,0,0,0,129,0,0,0,"EG"
659353,2018,10,2,"2018-10-02","15:34:00",3,"PA",42,0,50,0,0,1000,0,41.1411,-78.8066,41.1411,-78.8066,0,0,0,0,0,65,0,0,0,"EG"
659354,2018,10,2,"2018-10-02","15:34:00",3,"PA",42,0,50,0,0,5000,0,41.142,-79.1438,41.142,-79.1438,0,0,0,0,0,65,0,0,0,"EG"
659355,2018,10,2,"2018-10-02","15:34:00",3,"PA",42,0,50,0,0,1000,0,40.22,-79.56,40.22,-79.56,0,0,0,0,0,129,0,0,0,"EG"
659356,2018,10,2,"2018-10-02","15:34:00",3,"PA",42,0,50,0,0,1000,0,40.22,-79.61,40.22,-79.61,0,0,0,0,0,129,0,0,0,"EG"
659357,2018,10,2,"2018-10-02","15:35:00",3,"CT",9,0,52,0,0,3000,0,41.1191,-73.4831,41.1191,-73.4831,0,0,0,0,0,1,0,0,0,"EG"
659358,2018,10,2,"2018-10-02","15:37:00",3,"WV",54,0,45,0,0,500,0,39.34,-80.42,39.34,-80.42,0,0,0,0,0,33,0,0,0,"EG"
659359,2018,10,2,"2018-10-02","15:37:00",3,"PA",42,0,50,0,0,1000,0,41.13,-79.15,41.13,-79.15,0,0,0,0,0,65,0,0,0,"EG"
659360,2018,10,2,"2018-10-02","15:37:00",3,"PA",42,0,50,0,0,2000,0,40.23,-79.55,40.23,-79.55,0,0,0,0,0,129,0,0,0,"EG"
659361,2018,10,2,"2018-10-02","15:37:00",3,"PA",42,0,50,0,0,15000,0,41.12,-76.08,41.12,-76.08,0,0,0,0,0,79,0,0,0,"EG"
659362,2018,10,2,"2018-10-02","15:38:00",3,"PA",42,0,50,0,0,1000,0,40.22,-79.56,40.22,-79.56,0,0,0,0,0,129,0,0,0,"EG"
659363,2018,10,2,"2018-10-02","15:39:00",3,"PA",42,0,50,0,0,1000,0,39.93,-80.24,39.93,-80.24,0,0,0,0,0,59,0,0,0,"EG"
659364,2018,10,2,"2018-10-02","15:40:00",3,"CT",9,0,50,0,0,1000,0,41.7996,-72.656,41.7996,-72.656,0,0,0,0,0,3,0,0,0,"EG"
659365,2018,10,2,"2018-10-02","15:40:00",3,"CT",9,0,50,0,0,2000,0,41.768,-72.5158,41.768,-72.5158,0,0,0,0,0,3,0,0,0,"EG"
659366,2018,10,2,"2018-10-02","15:44:00",3,"CT",9,0,61,0,0,4000,0,41.1127,-73.466,41.1127,-73.466,0,0,0,0,0,1,0,0,0,"EG"
659367,2018,10,2,"2018-10-02","15:45:00",3,"PA",42,0,52,0,0,0,0,41.1254,-78.6881,41.1254,-78.6881,0,0,0,0,0,33,0,0,0,"EG"
659368,2018,10,2,"2018-10-02","15:51:00",3,"OH",39,0,50,0,0,500,0,40.1,-82.28,40.1,-82.28,0,0,0,0,0,89,0,0,0,"EG"
659369,2018,10,2,"2018-10-02","15:58:00",3,"PA",42,0,50,0,0,1000,0,39.9,-80.08,39.9,-80.08,0,0,0,0,0,59,0,0,0,"EG"
659370,2018,10,2,"2018-10-02","16:15:00",3,"OH",39,0,50,0,0,1000,0,40.9,-80.85,40.9,-80.85,0,0,0,0,0,29,0,0,0,"EG"
659371,2018,10,2,"2018-10-02","16:30:00",3,"PA",42,0,50,0,0,0,0,41.06,-75.67,41.06,-75.67,0,0,0,0,0,25,0,0,0,"EG"
659372,2018,10,2,"2018-10-02","16:30:00",3,"WV",54,0,45,0,0,500,0,39.1494,-80.4468,39.1494,-80.4468,0,0,0,0,0,33,0,0,0,"EG"
659373,2018,10,2,"2018-10-02","16:32:00",3,"OH",39,0,50,0,0,1000,0,40.08,-82.66,40.08,-82.66,0,0,0,0,0,89,0,0,0,"EG"
659374,2018,10,2,"2018-10-02","16:32:00",3,"OH",39,0,50,0,0,10000,0,40.1,-82.58,40.1,-82.58,0,0,0,0,0,89,0,0,0,"EG"
659375,2018,10,2,"2018-10-02","16:33:00",3,"OH",39,0,50,0,0,1000,0,40.07,-82.61,40.07,-82.61,0,0,0,0,0,89,0,0,0,"EG"
659376,2018,10,2,"2018-10-02","16:33:00",3,"OH",39,0,50,0,0,500,0,40.09,-82.61,40.09,-82.61,0,0,0,0,0,89,0,0,0,"EG"
659377,2018,10,2,"2018-10-02","16:38:00",3,"NY",36,0,52,0,0,3000,0,41.2091,-73.7373,41.2091,-73.7373,0,0,0,0,0,119,0,0,0,"EG"
659378,2018,10,2,"2018-10-02","16:39:00",3,"OH",39,0,40,0,0,500,0,40.07,-82.54,40.07,-82.54,0,0,0,0,0,89,0,0,0,"EG"
659379,2018,10,2,"2018-10-02","16:40:00",3,"PA",42,0,52,0,0,4000,0,41.08,-77.54,41.08,-77.54,0,0,0,0,0,35,0,0,0,"EG"
659380,2018,10,2,"2018-10-02","16:42:00",3,"PA",42,0,52,0,0,3000,0,41.0173,-77.5199,41.0173,-77.5199,0,0,0,0,0,35,0,0,0,"EG"
659381,2018,10,2,"2018-10-02","16:42:00",3,"OH",39,0,50,0,0,2000,0,40.09,-82.47,40.09,-82.47,0,0,0,0,0,89,0,0,0,"EG"
659382,2018,10,2,"2018-10-02","16:45:00",3,"PA",42,0,52,0,0,3000,0,40.9817,-77.4629,40.9817,-77.4629,0,0,0,0,0,35,0,0,0,"EG"
659383,2018,10,2,"2018-10-02","17:07:00",3,"CT",9,0,52,0,0,1000,0,41.1072,-73.4622,41.1072,-73.4622,0,0,0,0,0,1,0,0,0,"EG"
659384,2018,10,2,"2018-10-02","17:10:00",3,"OH",39,0,50,0,0,2000,0,39.9,-81.83,39.9,-81.83,0,0,0,0,0,119,0,0,0,"EG"
659385,2018,10,2,"2018-10-02","17:30:00",3,"PA",42,0,52,0,0,3000,0,40.9653,-77.8403,40.9653,-77.8403,0,0,0,0,0,27,0,0,0,"EG"
659386,2018,10,2,"2018-10-02","17:30:00",3,"PA",42,0,52,0,0,2000,0,41.0716,-77.6305,41.0716,-77.6305,0,0,0,0,0,27,0,0,0,"EG"
659387,2018,10,2,"2018-10-02","17:41:00",3,"MD",24,0,50,0,0,10000,0,39.6,-79.45,39.6,-79.45,0,0,0,0,0,23,0,0,0,"EG"
659388,2018,10,2,"2018-10-02","17:45:00",3,"PA",42,0,52,0,0,3000,0,40.8,-77.83,40.8,-77.83,0,0,0,0,0,27,0,0,0,"EG"
659389,2018,10,2,"2018-10-02","17:45:00",3,"NY",36,0,52,0,0,5000,0,40.9185,-72.9964,40.9185,-72.9964,0,0,0,0,0,103,0,0,0,"EG"
659390,2018,10,2,"2018-10-02","17:49:00",3,"PA",42,0,52,0,0,3000,0,40.7911,-77.7763,40.7911,-77.7763,0,0,0,0,0,27,0,0,0,"EG"
659391,2018,10,2,"2018-10-02","17:49:00",3,"PA",42,0,52,0,0,3000,0,40.7911,-77.7763,40.7911,-77.7763,0,0,0,0,0,27,0,0,0,"EG"
659392,2018,10,2,"2018-10-02","17:57:00",3,"PA",42,0,52,0,0,3000,0,40.8597,-77.5809,40.8597,-77.5809,0,0,0,0,0,27,0,0,0,"EG"
659393,2018,10,2,"2018-10-02","18:25:00",3,"PA",42,0,52,0,0,3000,0,40.7821,-77.2285,40.7821,-77.2285,0,0,0,0,0,109,0,0,0,"EG"
659394,2018,10,2,"2018-10-02","18:27:00",3,"PA",42,0,52,0,0,3000,0,40.7509,-77.2107,40.7509,-77.2107,0,0,0,0,0,109,0,0,0,"EG"
659395,2018,10,2,"2018-10-02","18:33:00",3,"NJ",34,0,50,0,0,0,0,40.95,-74.73,40.95,-74.73,0,0,0,0,0,37,0,0,0,"EG"
659396,2018,10,2,"2018-10-02","18:35:00",3,"PA",42,0,52,0,0,0,0,40.86,-76.79,40.86,-76.79,0,0,0,0,0,97,0,0,0,"EG"
659397,2018,10,2,"2018-10-02","18:50:00",3,"NJ",34,0,50,0,0,0,0,41.15,-74.75,41.15,-74.75,0,0,0,0,0,37,0,0,0,"EG"
659398,2018,10,2,"2018-10-02","19:00:00",3,"NJ",34,0,50,0,0,0,0,40.4208,-74.8701,40.4208,-74.8701,0,0,0,0,0,19,0,0,0,"EG"
659399,2018,10,2,"2018-10-02","19:22:00",3,"PA",42,0,50,0,0,0,0,40.9678,-75.1216,40.9678,-75.1216,0,0,0,0,0,89,0,0,0,"EG"
659400,2018,10,2,"2018-10-02","19:32:00",3,"NJ",34,0,52,0,0,3000,0,41.01,-74.21,41.01,-74.21,0,0,0,0,0,3,0,0,0,"EG"
659401,2018,10,2,"2018-10-02","19:47:00",3,"NJ",34,0,50,0,0,0,0,40.78,-74.46,40.78,-74.46,0,0,0,0,0,27,0,0,0,"EG"
659402,2018,10,2,"2018-10-02","20:00:00",3,"NJ",34,0,50,0,0,0,0,40.2385,-74.7418,40.2385,-74.7418,0,0,0,0,0,21,0,0,0,"EG"
659403,2018,10,2,"2018-10-02","20:55:00",3,"NJ",34,0,50,0,0,0,0,40.27,-74.8,40.27,-74.8,0,0,0,0,0,21,0,0,0,"EG"
659404,2018,10,2,"2018-10-02","20:56:00",3,"NJ",34,0,50,0,0,0,0,39.9561,-75.0581,39.9561,-75.0581,0,0,0,0,0,1,0,0,0,"EG"
659405,2018,10,2,"2018-10-02","21:12:00",3,"NY",36,0,52,0,0,3000,0,40.7,-73.32,40.7,-73.32,0,0,0,0,0,103,0,0,0,"EG"
659406,2018,10,2,"2018-10-02","21:15:00",3,"NY",36,0,61,0,0,5000,0,40.8042,-73.208,40.8042,-73.208,0,0,0,0,0,103,0,0,0,"EG"
659407,2018,10,2,"2018-10-02","21:15:00",3,"NY",36,0,52,0,0,1000,0,40.75,-73.37,40.75,-73.37,0,0,0,0,0,103,0,0,0,"EG"
659408,2018,10,2,"2018-10-02","21:20:00",3,"NY",36,0,52,0,0,1000,0,40.7894,-73.1507,40.7894,-73.1507,0,0,0,0,0,103,0,0,0,"EG"
659409,2018,10,3,"2018-10-03","16:25:00",3,"MN",27,0,50,0,0,0,0,44.86,-93.51,44.86,-93.51,0,0,0,0,0,53,0,0,0,"EG"
659410,2018,10,3,"2018-10-03","16:35:00",3,"MN",27,0,50,0,0,0,0,44.93,-93.11,44.9304,-93.119,0,0,0,0,0,123,0,0,0,"EG"
659411,2018,10,3,"2018-10-03","16:35:00",3,"MN",27,0,53,0,0,0,0,44.88,-93.23,44.88,-93.23,0,0,0,0,0,53,0,0,0,"MG"
659412,2018,10,3,"2018-10-03","16:39:00",3,"MN",27,0,50,0,0,0,0,44.88,-93.14,44.88,-93.14,0,0,0,0,0,37,0,0,0,"EG"
659413,2018,10,3,"2018-10-03","16:43:00",3,"MN",27,0,50,0,0,0,0,44.89,-93.04,44.89,-93.04,0,0,0,0,0,37,0,0,0,"EG"
659414,2018,10,3,"2018-10-03","16:48:00",3,"MN",27,0,56,0,0,0,0,44.92,-92.93,44.946,-92.796,0,0,0,0,0,163,0,0,0,"EG"
