"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","mt"
730748,2022,10,12,"2022-10-12","22:40:00",3,"MS",28,0,50,0,0,5000,0,33.8,-88.65,33.8,-88.65,0,0,0,0,0,95,0,0,0,"EG"
730749,2022,10,12,"2022-10-12","22:50:00",3,"LA",22,0,56,0,0,0,0,32.1841,-93.7108,32.1841,-93.7108,0,0,0,0,0,31,0,0,0,"EG"
730750,2022,10,12,"2022-10-12","23:14:00",3,"MS",28,0,50,0,0,500,0,33.49,-88.42,33.49,-88.42,0,0,0,0,0,87,0,0,0,"EG"
730751,2022,10,12,"2022-10-12","23:18:00",3,"MS",28,0,50,0,0,1000,0,33.45,-88.79,33.45,-88.79,0,0,0,0,0,105,0,0,0,"EG"
730752,2022,10,13,"2022-10-13","00:56:00",3,"LA",22,0,56,0,0,0,0,31.5393,-93.5382,31.5393,-93.5382,0,0,0,0,0,85,0,0,0,"EG"
730753,2022,10,13,"2022-10-13","08:23:00",3,"PA",42,0,43,0,0,8000,0,41.1191,-78.7748,41.1191,-78.7748,0,0,0,0,0,33,0,0,0,"EG"
730754,2022,10,13,"2022-10-13","08:31:00",3,"PA",42,0,43,0,0,4000,0,41.2454,-78.7292,41.2454,-78.7292,0,0,0,0,0,47,0,0,0,"EG"
730755,2022,10,13,"2022-10-13","12:24:00",3,"NY",36,0,51,0,0,2000,0,43.79,-75.49,43.79,-75.49,0,0,0,0,0,49,0,0,0,"EG"
730756,2022,10,13,"2022-10-13","13:19:00",3,"NY",36,0,50,0,0,2200,0,42.1962,-76.0711,42.1962,-76.0711,0,0,0,0,0,7,0,0,0,"EG"
730757,2022,10,14,"2022-10-14","09:10:00",3,"ME",23,0,52,0,0,3000,0,43.23,-70.81,43.23,-70.81,0,0,0,0,0,31,0,0,0,"EG"
730758,2022,10,14,"2022-10-14","09:50:00",3,"NH",33,0,61,0,0,5000,0,43.0445,-70.8162,43.0445,-70.8162,0,0,0,0,0,15,0,0,0,"EG"
730759,2022,10,15,"2022-10-15","11:45:00",3,"AZ",4,0,52,0,0,5000,0,32.1339,-110.9989,32.1339,-110.9989,0,0,0,0,0,19,0,0,0,"EG"
730760,2022,10,15,"2022-10-15","12:50:00",3,"CA",6,0,52,0,0,15000,0,32.8254,-115.595,32.8254,-115.595,0,0,0,0,0,25,0,0,0,"EG"
730761,2022,10,15,"2022-10-15","12:50:00",3,"CA",6,0,52,0,0,19000,0,32.7218,-115.5218,32.7218,-115.5218,0,0,0,0,0,25,0,0,0,"EG"
730762,2022,10,15,"2022-10-15","12:50:00",3,"CA",6,0,52,0,0,10000,0,32.7888,-115.5612,32.7888,-115.5612,0,0,0,0,0,25,0,0,0,"EG"
730763,2022,10,15,"2022-10-15","12:50:00",3,"CA",6,0,52,0,0,5000,0,32.783,-115.5547,32.783,-115.5547,0,0,0,0,0,25,0,0,0,"EG"
730764,2022,10,15,"2022-10-15","14:08:00",3,"AZ",4,0,56,0,0,0,0,33.3768,-111.9272,33.3768,-111.9272,0,0,0,0,0,13,0,0,0,"MG"
730765,2022,10,15,"2022-10-15","14:41:00",3,"CA",6,0,52,0,0,2000,0,33.0748,-115.4491,33.0748,-115.4491,0,0,0,0,0,25,0,0,0,"EG"
730766,2022,10,15,"2022-10-15","14:45:00",3,"AZ",4,0,59,0,0,0,0,32.9007,-114.3916,32.9007,-114.3916,0,0,0,0,0,27,0,0,0,"MG"
730767,2022,10,15,"2022-10-15","14:45:00",3,"AZ",4,0,64,0,0,5000,0,33.4577,-112.2383,33.4577,-112.2383,0,0,0,0,0,13,0,0,0,"MG"
730768,2022,10,15,"2022-10-15","15:27:00",3,"CA",6,0,62,0,0,0,0,32.9044,-114.4745,32.9044,-114.4745,0,0,0,0,0,25,0,0,0,"MG"
730769,2022,10,15,"2022-10-15","17:30:00",3,"OK",40,0,56,0,0,2000,0,35.4812,-95.6572,35.4812,-95.6572,0,0,0,0,0,91,0,0,0,"EG"
730770,2022,10,15,"2022-10-15","17:30:00",3,"AR",5,0,56,0,0,1000,0,35.3655,-94.42,35.3655,-94.42,0,0,0,0,0,131,0,0,0,"EG"
730771,2022,10,15,"2022-10-15","17:35:00",3,"AR",5,0,52,0,0,0,0,35.33,-94.3,35.33,-94.3,0,0,0,0,0,131,0,0,0,"EG"
730772,2022,10,15,"2022-10-15","17:35:00",3,"AR",5,0,56,0,0,0,0,35.5834,-93.8268,35.5834,-93.8268,0,0,0,0,0,47,0,0,0,"EG"
730773,2022,10,15,"2022-10-15","18:15:00",3,"AZ",4,0,60,0,0,0,0,33.1525,-111.5609,33.1525,-111.5609,0,0,0,0,0,21,0,0,0,"MG"
730774,2022,10,15,"2022-10-15","18:39:00",3,"AZ",4,0,61,0,0,18000,0,33.2068,-111.7113,33.2068,-111.7113,0,0,0,0,0,13,0,0,0,"EG"
730775,2022,10,15,"2022-10-15","18:40:00",3,"AZ",4,0,61,0,0,10000,0,33.4379,-112.8421,33.4379,-112.8421,0,0,0,0,0,13,0,0,0,"EG"
730776,2022,10,15,"2022-10-15","19:05:00",3,"AZ",4,0,61,0,0,10000,0,33.5117,-112.9431,33.5117,-112.9431,0,0,0,0,0,13,0,0,0,"EG"
730777,2022,10,15,"2022-10-15","19:49:00",3,"AZ",4,0,61,0,0,5000,0,33.4284,-112.726,33.4284,-112.726,0,0,0,0,0,13,0,0,0,"EG"
730778,2022,10,15,"2022-10-15","19:55:00",3,"AZ",4,0,61,0,0,1000,0,33.4592,-112.8678,33.4592,-112.8678,0,0,0,0,0,13,0,0,0,"EG"
730779,2022,10,15,"2022-10-15","20:03:00",3,"AZ",4,0,70,0,0,2e+05,0,33.5177,-112.8344,33.5177,-112.8344,0,0,0,0,0,13,0,0,0,"EG"
730780,2022,10,15,"2022-10-15","20:07:00",3,"AZ",4,0,59,0,0,10000,0,33.4917,-112.9409,33.4917,-112.9409,0,0,0,0,0,13,0,0,0,"EG"
730781,2022,10,15,"2022-10-15","21:05:00",3,"AZ",4,0,51,0,0,0,0,32.9366,-110.4935,32.9366,-110.4935,0,0,0,0,0,21,0,0,0,"MG"
730782,2022,10,15,"2022-10-15","21:21:00",3,"OK",40,0,51,0,0,0,0,35.53,-97.64,35.53,-97.64,0,0,0,0,0,109,0,0,0,"MG"
730783,2022,10,15,"2022-10-15","21:45:00",3,"OK",40,0,52,0,0,0,0,35.33,-99.39,35.33,-99.39,0,0,0,0,0,9,0,0,0,"MG"
730784,2022,10,15,"2022-10-15","22:05:00",3,"OK",40,0,52,0,0,0,0,35.24,-97.41,35.24,-97.41,0,0,0,0,0,27,0,0,0,"EG"
730785,2022,10,15,"2022-10-15","22:19:00",3,"OK",40,0,51,0,0,0,0,35.19,-97.37,35.19,-97.37,0,0,0,0,0,27,0,0,0,"MG"
730786,2022,10,16,"2022-10-16","01:50:00",3,"TX",48,0,48,0,0,1000,0,33.79,-96.81,33.79,-96.81,0,0,0,0,0,181,0,0,0,"EG"
730787,2022,10,16,"2022-10-16","16:31:00",3,"TX",48,0,56,0,0,0,0,31.12,-102.23,31.12,-102.23,0,0,0,0,0,461,0,0,0,"MG"
730788,2022,10,17,"2022-10-17","15:20:00",3,"PR",72,0,40,1,0,30000,0,18.1835,-66.3064,18.1835,-66.3064,0,0,0,0,0,19,0,0,0,"EG"
730789,2022,10,17,"2022-10-17","16:24:00",3,"NC",37,0,50,0,0,0,0,36.0794,-79.0589,36.0794,-79.0589,0,0,0,0,0,135,0,0,0,"EG"
730790,2022,10,17,"2022-10-17","16:38:00",3,"FL",12,0,52,0,0,3250,0,27.57,-80.39,27.57,-80.39,0,0,0,0,0,61,0,0,0,"EG"
730791,2022,10,17,"2022-10-17","16:46:00",3,"NC",37,0,50,0,0,10000,0,36.0462,-78.8154,36.0462,-78.8154,0,0,0,0,0,63,0,0,0,"EG"
730792,2022,10,17,"2022-10-17","18:15:00",3,"MD",24,0,50,0,0,2000,0,38.24,-75.31,38.24,-75.31,0,0,0,0,0,47,0,0,0,"EG"
730793,2022,10,23,"2022-10-23","15:53:00",3,"NE",31,0,53,0,0,0,0,41.58,-98.16,41.58,-98.16,0,0,0,0,0,11,0,0,0,"MG"
730794,2022,10,23,"2022-10-23","16:04:00",3,"NE",31,0,50,0,0,0,0,41.73,-98.06,41.73,-98.06,0,0,0,0,0,11,0,0,0,"MG"
730795,2022,10,23,"2022-10-23","16:45:00",3,"NE",31,0,61,0,0,0,0,42,-97.6,42,-97.6,0,0,0,0,0,119,0,0,0,"EG"
730796,2022,10,23,"2022-10-23","17:01:00",3,"NE",31,0,63,0,0,0,0,42.2,-97.45,42.2,-97.45,0,0,0,0,0,139,0,0,0,"MG"
730797,2022,10,23,"2022-10-23","17:25:00",3,"NE",31,0,52,0,0,0,0,42,-97.45,42,-97.45,0,0,0,0,0,119,0,0,0,"EG"
730798,2022,10,23,"2022-10-23","17:42:00",3,"NE",31,0,52,0,0,0,0,42.6,-96.92,42.6,-96.92,0,0,0,0,0,51,0,0,0,"EG"
730799,2022,10,23,"2022-10-23","18:02:00",3,"SD",46,0,55,0,0,0,0,43.04,-96.9,43.04,-96.9,0,0,0,0,0,27,0,0,0,"MG"
730800,2022,10,23,"2022-10-23","18:06:00",3,"SD",46,0,57,0,0,0,0,43.04,-96.8,43.04,-96.8,0,0,0,0,0,127,0,0,0,"MG"
730801,2022,10,23,"2022-10-23","18:22:00",3,"NE",31,0,52,0,0,0,0,42.63,-97.29,42.63,-97.29,0,0,0,0,0,27,0,0,0,"MG"
730802,2022,10,23,"2022-10-23","18:25:00",3,"IA",19,0,52,0,0,0,0,43.2,-96.29,43.2,-96.29,0,0,0,0,0,167,0,0,0,"EG"
730803,2022,10,23,"2022-10-23","18:31:00",3,"IA",19,0,52,0,0,0,0,43.27,-96.23,43.27,-96.23,0,0,0,0,0,119,0,0,0,"EG"
730804,2022,10,23,"2022-10-23","18:40:00",3,"IA",19,0,52,0,0,0,0,43.19,-96.13,43.19,-96.13,0,0,0,0,0,167,0,0,0,"MG"
730805,2022,10,23,"2022-10-23","18:52:00",3,"MN",27,0,64,0,0,0,0,43.64,-96.09,43.64,-96.09,0,0,0,0,0,133,0,0,0,"MG"
730806,2022,10,23,"2022-10-23","19:02:00",3,"MN",27,0,52,0,0,0,0,43.62,-95.79,43.62,-95.79,0,0,0,0,0,105,0,0,0,"EG"
730807,2022,10,23,"2022-10-23","19:13:00",3,"MN",27,0,54,0,0,0,0,44.55,-95.08,44.55,-95.08,0,0,0,0,0,127,0,0,0,"MG"
730808,2022,10,23,"2022-10-23","19:32:00",3,"MN",27,0,54,0,0,0,0,44.06,-95.6,44.06,-95.6,0,0,0,0,0,101,0,0,0,"MG"
730809,2022,10,24,"2022-10-24","08:10:00",3,"TX",48,0,52,0,0,0,0,33.4112,-98.0147,33.4112,-98.0147,0,0,0,0,0,237,0,0,0,"EG"
730810,2022,10,24,"2022-10-24","08:21:00",3,"OK",40,0,50,0,0,0,0,35.3312,-97.4233,35.3312,-97.4233,0,0,0,0,0,27,0,0,0,"EG"
730811,2022,10,24,"2022-10-24","08:42:00",3,"TX",48,0,52,0,0,5000,0,33.15,-97.65,33.15,-97.65,0,0,0,0,0,497,0,0,0,"EG"
730812,2022,10,24,"2022-10-24","08:55:00",3,"TX",48,0,52,0,0,0,0,33.23,-97.6,33.23,-97.6,0,0,0,0,0,497,0,0,0,"EG"
730813,2022,10,24,"2022-10-24","09:08:00",3,"OK",40,0,52,0,0,0,0,35.096,-97.124,35.096,-97.124,0,0,0,0,0,125,0,0,0,"EG"
730814,2022,10,24,"2022-10-24","11:55:00",3,"OK",40,0,51,0,0,0,0,35.8257,-95.5598,35.8257,-95.5598,0,0,0,0,0,145,0,0,0,"MG"
730815,2022,10,24,"2022-10-24","15:45:00",3,"TX",48,0,50,0,0,0,0,33.18,-99.89,33.18,-99.89,0,0,0,0,0,207,0,0,0,"MG"
730816,2022,10,24,"2022-10-24","19:25:00",3,"TX",48,0,52,0,0,10000,0,30.62,-98.37,30.62,-98.37,0,0,0,0,0,53,0,0,0,"EG"
730817,2022,10,24,"2022-10-24","19:29:00",3,"TX",48,0,52,0,0,0,0,30.82,-98.2,30.82,-98.2,0,0,0,0,0,53,0,0,0,"EG"
730818,2022,10,24,"2022-10-24","19:35:00",3,"TX",48,0,61,0,0,10000,0,30.9356,-97.8249,30.9356,-97.8249,0,0,0,0,0,27,0,0,0,"EG"
730819,2022,10,24,"2022-10-24","19:40:00",3,"TX",48,0,50,0,0,0,0,31.15,-97.52,31.15,-97.52,0,0,0,0,0,27,0,0,0,"EG"
