"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc"
618426,2019,10,20,"2019-10-20","20:48:00",3,"TX",48,0,1,0,0,1e+07,0,32.9312,-96.4864,32.9393,-96.4545,1.96,150,1,1,1,397,0,0,0,0
618427,2019,10,20,"2019-10-20","21:01:00",3,"OK",40,0,1,0,0,5000,0,34.91,-96.92,34.91,-96.92,0.25,150,1,1,1,123,0,0,0,0
618428,2019,10,20,"2019-10-20","21:12:00",3,"OK",40,0,1,0,0,10000,0,34.98,-96.7,35,-96.67,2.8,100,1,1,1,133,0,0,0,0
618429,2019,10,20,"2019-10-20","21:27:00",3,"TX",48,0,0,0,0,50000,0,32.6661,-96.3241,32.668,-96.3241,0.13,50,1,1,1,257,0,0,0,0
618430,2019,10,20,"2019-10-20","21:39:00",3,"TX",48,0,1,0,0,1e+05,0,32.6708,-96.1393,32.6784,-96.138,0.53,500,1,1,1,257,0,0,0,0
618431,2019,10,20,"2019-10-20","21:59:00",3,"TX",48,0,0,0,0,250000,0,32.7353,-96.0054,32.7353,-95.9946,0.63,200,1,1,1,467,0,0,0,0
618432,2019,10,20,"2019-10-20","22:08:00",3,"OK",40,0,1,0,0,10000,0,35.9436,-95.5608,35.9928,-95.4469,7.2,1100,1,1,1,145,0,0,0,0
618433,2019,10,20,"2019-10-20","22:12:00",3,"OK",40,0,0,0,0,2000,0,35.6351,-95.6311,35.7161,-95.5232,8.3,400,1,1,1,101,0,0,0,0
618434,2019,10,20,"2019-10-20","22:39:00",3,"OK",40,0,1,0,0,0,0,36.1189,-94.9665,36.1211,-94.9143,2.9,600,1,1,1,21,0,0,0,0
618435,2019,10,20,"2019-10-20","23:00:00",3,"OK",40,0,1,0,0,225000,0,36.141,-94.6644,36.1666,-94.5045,9.1,900,2,0,1,0,0,0,0,0
618435,2019,10,20,"2019-10-20","23:00:00",3,"OK",40,0,1,0,0,75000,0,36.141,-94.6644,36.1524,-94.561,5.8,900,2,1,2,1,0,0,0,0
618435,2019,10,20,"2019-10-20","23:06:00",3,"AR",5,0,1,0,0,150000,0,36.1524,-94.561,36.1666,-94.5045,3.3,900,2,1,2,7,0,0,0,0
618436,2019,10,20,"2019-10-20","23:08:00",3,"AR",5,0,2,0,0,6e+06,0,36.1778,-94.531,36.3643,-94.0224,31.4,2640,1,1,1,7,0,0,0,0
618437,2019,10,20,"2019-10-20","23:22:00",3,"TX",48,0,0,0,0,2e+05,0,33.1169,-96.7272,33.1326,-96.6481,4.8,500,1,1,1,85,0,0,0,0
618438,2019,10,20,"2019-10-20","23:57:00",3,"MO",29,0,0,0,0,48000,0,37.0814,-93.4471,37.0955,-93.3635,4.72,100,1,1,1,43,77,0,0,0
618439,2019,10,21,"2019-10-21","00:03:00",3,"MO",29,0,1,0,0,0,0,36.9363,-93.2845,37.0158,-93.0936,11.88,150,1,1,1,43,0,0,0,0
618440,2019,10,21,"2019-10-21","00:11:00",3,"MO",29,0,0,0,0,15000,0,37.1486,-93.2225,37.1642,-93.2061,1.41,20,1,1,1,77,0,0,0,0
618441,2019,10,21,"2019-10-21","00:18:00",3,"MO",29,0,1,0,0,1e+05,0,37.0573,-93.0693,37.1064,-92.9742,6.29,250,1,1,1,43,225,0,0,0
618442,2019,10,21,"2019-10-21","01:06:00",3,"MO",29,0,1,0,0,25000,0,36.853,-92.4388,36.9812,-92.1907,16.32,450,1,1,1,67,0,0,0,0
618443,2019,10,21,"2019-10-21","01:13:00",3,"MO",29,0,1,0,0,1e+05,0,36.7464,-92.3107,36.8454,-92.1122,12.94,450,1,1,1,153,67,0,0,0
618444,2019,10,21,"2019-10-21","01:30:00",3,"MO",29,0,0,0,0,0,0,36.9715,-92.0525,36.9724,-92.0509,0.11,50,1,1,1,91,0,0,0,0
618445,2019,10,21,"2019-10-21","01:46:00",3,"MO",29,0,1,0,0,90000,0,37.5017,-91.8896,37.5174,-91.8853,1.11,450,1,1,1,215,0,0,0,0
618446,2019,10,21,"2019-10-21","02:08:00",3,"TX",48,0,1,0,0,1000,0,33.1039,-94.4987,33.1162,-94.3424,9.09,150,1,1,1,67,0,0,0,0
618447,2019,10,21,"2019-10-21","03:21:00",3,"AR",5,0,1,0,0,60000,0,33.0262,-93.495,33.0348,-93.4035,5.34,300,1,1,1,73,27,0,0,0
618448,2019,10,21,"2019-10-21","04:50:00",3,"AR",5,0,1,3,0,350000,0,35.4827,-90.3644,35.4915,-90.3479,1.11,125,1,1,1,111,0,0,0,0
618449,2019,10,21,"2019-10-21","05:20:00",3,"TN",47,0,0,0,0,55000,0,35.5095,-89.9776,35.569,-89.8642,7.6,200,2,0,1,0,97,167,0,0
618449,2019,10,21,"2019-10-21","05:20:00",3,"TN",47,0,0,0,0,35000,0,35.5095,-89.9776,35.569,-89.8642,4.74,200,2,1,2,167,97,167,0,0
618449,2019,10,21,"2019-10-21","05:22:00",3,"AR",5,0,0,0,0,20000,0,35.5224,-89.9525,35.5449,-89.9099,2.86,200,2,1,2,93,0,0,0,0
618450,2019,10,21,"2019-10-21","05:34:00",3,"TN",47,0,1,0,0,1500000,0,35.0452,-89.9839,35.0855,-89.8623,7.42,250,1,1,1,157,0,0,0,0
618451,2019,10,21,"2019-10-21","05:44:00",3,"TN",47,0,0,0,0,25000,0,35.6811,-89.6854,35.7268,-89.5679,7.31,200,1,1,1,97,0,0,0,0
618452,2019,10,21,"2019-10-21","12:00:00",3,"LA",22,0,0,1,0,2000,0,30.2194,-91.0336,30.2195,-91.0326,0.06,15,1,1,1,5,0,0,0,0
618453,2019,10,22,"2019-10-22","10:57:00",3,"NC",37,0,0,0,0,0,0,35.481,-80.77,35.483,-80.766,0.26,50,1,1,1,25,0,0,0,0
618454,2019,10,22,"2019-10-22","17:43:00",3,"NC",37,0,0,0,0,0,0,35.3508,-77.1258,35.351,-77.1251,0.04,40,1,1,1,49,0,0,0,0
618455,2019,10,25,"2019-10-25","15:12:00",3,"AL",1,0,1,0,0,0,0,30.6144,-88.2686,30.6337,-88.2715,1.34,75,1,1,1,97,0,0,0,0
618456,2019,10,25,"2019-10-25","15:19:00",3,"AL",1,0,0,0,0,0,0,30.6698,-88.2714,30.6711,-88.2716,0.09,25,1,1,1,97,0,0,0,0
618457,2019,10,25,"2019-10-25","15:37:00",3,"AL",1,0,1,0,0,0,0,30.7973,-88.273,30.8452,-88.2739,3.31,100,1,1,1,97,0,0,0,0
618458,2019,10,25,"2019-10-25","18:39:00",3,"AL",1,0,1,0,0,0,0,31.858,-87.7695,31.8712,-87.7698,0.91,100,1,1,1,25,0,0,0,0
618459,2019,10,31,"2019-10-31","09:45:00",3,"TN",47,0,0,0,0,0,0,36.47,-83.56,36.47,-83.56,1.5,200,1,1,1,25,0,0,0,0
618460,2019,10,31,"2019-10-31","15:59:00",3,"SC",45,0,1,0,0,0,0,33.9355,-81.3702,33.9427,-81.3526,1.14,50,1,1,1,63,0,0,0,0
618461,2019,10,31,"2019-10-31","16:02:00",3,"SC",45,0,1,0,0,0,0,33.9596,-81.3109,33.9634,-81.3041,0.47,100,1,1,1,63,0,0,0,0
618462,2019,10,31,"2019-10-31","16:04:00",3,"VA",51,0,0,0,0,30000,0,38.6366,-78.714,38.6444,-78.7141,0.54,25,1,1,1,165,0,0,0,0
618463,2019,10,31,"2019-10-31","16:09:00",3,"SC",45,0,0,0,0,0,0,33.9873,-81.2306,33.9879,-81.2297,0.07,50,1,1,1,63,0,0,0,0
618464,2019,10,31,"2019-10-31","17:48:00",3,"VA",51,0,1,0,0,40000,0,36.6103,-78.7111,36.6441,-78.6423,4.47,100,1,1,1,117,0,0,0,0
618465,2019,10,31,"2019-10-31","21:25:00",3,"PA",42,0,2,2,0,0,0,39.915,-75.5202,39.9189,-75.5129,0.47,250,1,1,1,45,0,0,0,0
618466,2019,10,31,"2019-10-31","22:23:00",3,"NJ",34,0,1,0,0,0,0,40.7352,-74.4748,40.7666,-74.3914,4.87,150,1,1,1,27,0,0,0,0
618467,2019,10,31,"2019-10-31","22:55:00",3,"VA",51,0,1,0,0,35000,0,36.632,-76.3268,36.6519,-76.2429,4.85,200,1,1,1,550,0,0,0,0
618468,2019,10,31,"2019-10-31","23:15:00",3,"NC",37,0,0,0,0,0,0,34.7394,-77.1094,34.7411,-77.1053,0.37,60,1,1,1,31,0,0,0,0
618404,2019,10,1,"2019-10-01","14:25:00",3,"IA",19,0,-9,0,0,0,0,41,-95.23,41,-95.23,0.01,50,1,1,1,137,0,0,0,0
618405,2019,10,1,"2019-10-01","14:35:00",3,"IA",19,0,-9,0,0,0,0,40.76,-95.32,40.76,-95.32,0.01,50,1,1,1,145,0,0,0,0
618406,2019,10,1,"2019-10-01","20:25:00",3,"WI",55,0,0,0,0,0,0,42.9327,-88.9677,42.9027,-88.8326,7.14,80,1,1,1,55,0,0,0,0
618407,2019,10,1,"2019-10-01","20:42:00",3,"WI",55,0,1,0,0,0,0,42.9935,-88.6273,42.9795,-88.3742,12.83,100,1,1,1,55,133,0,0,0
618408,2019,10,2,"2019-10-02","14:45:00",3,"RI",44,0,0,0,0,5000,0,41.5915,-71.2481,41.5883,-71.2482,0.22,60,1,1,1,5,0,0,0,0
618409,2019,10,4,"2019-10-04","15:57:00",3,"WA",53,0,-9,0,0,0,0,46.85,-122.8807,46.85,-122.8807,0.05,20,1,1,1,67,0,0,0,0
618410,2019,10,8,"2019-10-08","17:08:00",3,"NM",35,0,-9,0,0,0,0,31.94,-107.86,31.9425,-107.8595,0.18,10,1,1,1,29,0,0,0,0
618471,2019,11,26,"2019-11-26","18:03:00",3,"LA",22,0,2,1,1,120000,0,32.2351,-91.7783,32.3184,-91.7095,7.02,700,1,1,1,41,0,0,0,0
618472,2019,11,26,"2019-11-26","18:20:00",3,"LA",22,0,1,0,0,25000,0,32.9017,-93.0423,32.9076,-93.0343,0.62,115,1,1,1,27,0,0,0,0
618473,2019,11,26,"2019-11-26","18:46:00",3,"LA",22,0,-9,0,0,0,0,32.4565,-91.3847,32.4706,-91.381,1,25,1,1,1,65,0,0,0,0
618474,2019,11,26,"2019-11-26","23:57:00",3,"MS",28,0,2,0,0,120000,0,32.0586,-90.1282,32.1295,-89.9431,11.89,500,1,1,1,121,0,0,0,0
618475,2019,11,27,"2019-11-27","00:03:00",3,"MS",28,0,1,0,0,45000,0,32.1338,-89.8041,32.1616,-89.6847,7.25,75,1,1,1,121,129,0,0,0
618476,2019,11,27,"2019-11-27","09:05:00",3,"AL",1,0,0,0,0,0,0,31.7283,-85.7842,31.7266,-85.7764,0.48,65,1,1,1,109,0,0,0,0
618477,2019,11,27,"2019-11-27","09:19:00",3,"AL",1,0,0,0,0,0,0,31.724,-85.6294,31.7231,-85.6099,1.15,40,1,1,1,5,0,0,0,0
618478,2019,11,27,"2019-11-27","09:26:00",3,"AL",1,0,0,0,0,0,0,31.7199,-85.5568,31.7432,-85.533,2.13,55,1,1,1,5,0,0,0,0
618479,2019,11,29,"2019-11-29","04:49:00",3,"AZ",4,0,0,0,0,40000,0,33.56,-112.12,33.68,-112.02,10.09,100,1,1,1,13,0,0,0,0
618480,2019,11,29,"2019-11-29","04:54:00",3,"AZ",4,0,0,0,0,1e+05,0,33.56,-112.06,33.64,-111.94,8.85,200,1,1,1,13,0,0,0,0
618481,2019,11,29,"2019-11-29","05:41:00",3,"AZ",4,0,0,0,0,25000,0,33.29,-111.75,33.34,-111.7,4.5,100,1,1,1,13,0,0,0,0
618482,2019,11,29,"2019-11-29","05:51:00",3,"AZ",4,0,0,0,0,80000,0,33.23,-111.63,33.26,-111.58,3.56,100,1,1,1,13,0,0,0,0
618483,2019,11,30,"2019-11-30","16:04:00",3,"IA",19,0,-9,0,0,0,0,41.7142,-94.4399,41.7207,-94.4346,0.53,20,1,1,1,77,0,0,0,0
618484,2019,11,30,"2019-11-30","16:13:00",3,"IA",19,0,-9,0,0,0,500,41.7456,-94.4256,41.7584,-94.4109,1.17,25,1,1,1,77,0,0,0,0
618469,2019,11,5,"2019-11-05","15:20:00",3,"FL",12,0,0,0,0,0,0,27.214,-80.1729,27.2123,-80.1766,0.26,10,1,1,1,85,0,0,0,0
618470,2019,11,7,"2019-11-07","13:35:00",3,"AL",1,0,0,0,0,0,0,30.7248,-88.0548,30.726,-88.0486,0.38,25,1,1,1,97,0,0,0,0
618485,2019,12,14,"2019-12-14","02:53:00",3,"FL",12,0,0,0,0,0,0,29.5329,-82.3071,29.5347,-82.3046,0.2,45,1,1,1,1,0,0,0,0
618486,2019,12,14,"2019-12-14","04:05:00",3,"FL",12,0,0,0,0,0,0,29.7839,-81.4265,29.7855,-81.4236,0.25,325,1,1,1,109,0,0,0,0
618487,2019,12,14,"2019-12-14","04:14:00",3,"FL",12,0,1,0,0,0,0,29.3991,-81.4269,29.4397,-81.108,19.4,880,1,1,1,35,0,0,0,0
618488,2019,12,16,"2019-12-16","10:10:00",3,"LA",22,0,1,0,0,520000,0,32.6336,-93.602,32.8036,-93.1987,26.24,250,1,1,1,15,119,27,0,0
618489,2019,12,16,"2019-12-16","10:29:00",3,"LA",22,0,2,0,0,2e+05,0,30.9273,-92.7934,30.9735,-92.7668,3.56,147,1,1,1,79,0,0,0,0
618490,2019,12,16,"2019-12-16","11:08:00",3,"LA",22,0,1,0,0,84000,0,32.0226,-91.0938,32.1124,-90.9247,11.7,600,2,0,1,0,0,0,0,0
618490,2019,12,16,"2019-12-16","11:08:00",3,"LA",22,0,0,0,0,4000,0,32.0226,-91.0938,32.0253,-91.0856,0.52,200,2,1,2,107,0,0,0,0
618490,2019,12,16,"2019-12-16","11:09:00",3,"MS",28,0,1,0,0,80000,0,32.0253,-91.0856,32.1124,-90.9247,11.18,600,2,1,2,21,149,0,0,0
618491,2019,12,16,"2019-12-16","11:10:00",3,"LA",22,0,3,0,1,2.5e+07,0,30.8471,-93.2657,31.3586,-92.3935,62.61,550,1,1,1,11,115,79,0,0
618492,2019,12,16,"2019-12-16","11:48:00",3,"MS",28,0,1,0,0,502000,0,32.2043,-90.7831,32.4326,-90.5169,22.32,616,1,1,1,149,49,0,0,0
618493,2019,12,16,"2019-12-16","14:30:00",3,"MS",28,0,3,3,0,5e+05,0,31.194,-90.8942,31.4296,-90.4819,29.28,880,1,1,1,5,85,0,0,0
618494,2019,12,16,"2019-12-16","14:34:00",3,"MS",28,0,2,0,0,125000,0,31.4046,-91.1485,31.4398,-91.0898,4.23,720,1,1,1,37,0,0,0,0
618495,2019,12,16,"2019-12-16","15:41:00",3,"MS",28,0,1,1,0,250000,0,34.4639,-88.9277,34.5156,-88.7777,9.26,300,1,1,1,145,0,0,0,0
618496,2019,12,16,"2019-12-16","15:45:00",3,"MS",28,0,0,0,0,10000,0,33.815,-89.3471,33.8296,-89.3052,2.61,60,1,1,1,13,0,0,0,0
618497,2019,12,16,"2019-12-16","15:46:00",3,"LA",22,0,1,0,0,0,0,30.8685,-90.3253,30.8837,-90.3113,1.35,50,1,1,1,105,0,0,0,0
618498,2019,12,16,"2019-12-16","15:53:00",3,"MS",28,0,2,0,0,750000,0,34.4439,-88.7189,34.4922,-88.5642,9.42,250,1,1,1,81,0,0,0,0
618499,2019,12,16,"2019-12-16","15:55:00",3,"MS",28,0,0,0,0,10000,0,34.4141,-88.6267,34.4329,-88.5948,2.23,80,1,1,1,81,0,0,0,0
618500,2019,12,16,"2019-12-16","16:04:00",3,"MS",28,0,0,0,0,40000,0,31.4372,-90.3832,31.4391,-90.3763,0.43,50,1,1,1,85,0,0,0,0
618501,2019,12,16,"2019-12-16","16:14:00",3,"MS",28,0,0,0,0,50000,0,34.5566,-88.4382,34.5612,-88.4365,0.33,75,1,1,1,117,0,0,0,0
618502,2019,12,16,"2019-12-16","16:27:00",3,"MS",28,0,1,0,0,350000,0,34.624,-88.2287,34.6377,-88.1692,3.51,150,1,1,1,141,0,0,0,0
618503,2019,12,16,"2019-12-16","16:41:00",3,"MS",28,0,2,0,0,3e+05,0,31.1927,-89.9206,31.2544,-89.8175,7.44,350,1,1,1,91,0,0,0,0
618504,2019,12,16,"2019-12-16","16:44:00",3,"MS",28,0,2,1,0,585000,0,31.6159,-90.0076,31.6951,-89.8527,10.66,600,1,1,1,77,65,0,0,0
618505,2019,12,16,"2019-12-16","16:50:00",3,"AL",1,0,1,0,0,0,0,34.7043,-87.8715,34.7079,-87.8604,0.68,75,1,1,1,33,0,0,0,0
618506,2019,12,16,"2019-12-16","16:52:00",3,"AL",1,0,2,0,0,0,0,34.64,-87.7331,34.6881,-87.6051,8.18,250,1,1,1,33,0,0,0,0
618507,2019,12,16,"2019-12-16","16:55:00",3,"TN",47,0,0,0,0,15000,0,35.269,-87.519,35.288,-87.457,3.76,25,1,1,1,99,0,0,0,0
618508,2019,12,16,"2019-12-16","16:56:00",3,"MS",28,0,1,0,0,50000,0,31.2824,-89.7682,31.3222,-89.6745,6.18,440,1,1,1,91,0,0,0,0
618509,2019,12,16,"2019-12-16","17:08:00",3,"AL",1,0,2,0,2,0,0,34.6445,-87.4126,34.7739,-87.1283,18.46,370,1,1,1,79,83,0,0,0
618510,2019,12,16,"2019-12-16","17:17:00",3,"MS",28,0,3,0,0,510000,0,31.3902,-89.5764,31.4379,-89.4949,5.83,560,1,1,1,73,31,0,0,0
618511,2019,12,16,"2019-12-16","17:19:00",3,"MS",28,0,3,0,0,705000,0,31.7925,-89.6781,31.9755,-89.4451,18.63,1320,1,1,1,127,129,0,0,0
618512,2019,12,16,"2019-12-16","17:20:00",3,"AL",1,0,1,0,0,0,0,34.8017,-87.3322,34.8064,-87.2809,2.9,500,1,1,1,77,0,0,0,0
618513,2019,12,16,"2019-12-16","17:30:00",3,"AL",1,0,1,0,0,0,0,34.6997,-87.101,34.7603,-86.9522,9.47,50,1,1,1,83,0,0,0,0
618514,2019,12,16,"2019-12-16","17:41:00",3,"TN",47,0,0,0,0,15000,0,35.361,-86.823,35.371,-86.763,3.45,50,1,1,1,117,0,0,0,0
618515,2019,12,16,"2019-12-16","17:50:00",3,"TN",47,0,0,0,0,0,0,35.0106,-86.8261,35.0176,-86.7714,3.2,50,1,1,1,103,0,0,0,0
618516,2019,12,16,"2019-12-16","17:54:00",3,"AL",1,0,1,0,0,0,0,34.7904,-86.7366,34.8013,-86.7194,1.25,25,1,1,1,89,0,0,0,0
618517,2019,12,16,"2019-12-16","17:59:00",3,"MS",28,0,3,2,0,1210000,0,31.672,-89.1726,32.1848,-88.3246,61.19,350,2,0,1,0,153,23,0,0
618517,2019,12,16,"2019-12-16","17:59:00",3,"MS",28,0,3,2,0,1210000,0,31.672,-89.1726,32.0877,-88.4489,51.28,350,2,1,2,67,153,23,0,0
618518,2019,12,16,"2019-12-16","18:05:00",3,"AL",1,0,0,0,0,0,0,34.8593,-86.6252,34.8622,-86.5706,3.16,37,1,1,1,89,0,0,0,0
618517,2019,12,16,"2019-12-16","19:15:00",3,"AL",1,0,1,0,0,0,0,32.0877,-88.4489,32.1848,-88.3246,9.91,300,2,1,2,23,0,0,0,0
618519,2019,12,16,"2019-12-16","20:07:00",3,"AL",1,0,2,3,0,0,0,32.4206,-87.9787,32.4809,-87.9061,5.95,350,1,1,1,91,0,0,0,0
618520,2019,12,16,"2019-12-16","21:03:00",3,"AL",1,0,0,0,0,0,0,32.7695,-87.4927,32.8162,-87.4194,5.35,300,1,1,1,65,105,0,0,0
618521,2019,12,16,"2019-12-16","21:49:00",3,"AL",1,0,0,0,0,0,0,32.98,-87.0507,32.9858,-86.9977,3.12,200,1,1,1,7,0,0,0,0
618522,2019,12,16,"2019-12-16","22:00:00",3,"AL",1,0,1,0,0,0,0,33.0416,-86.9401,33.0464,-86.8958,2.6,300,1,1,1,7,0,0,0,0
618523,2019,12,16,"2019-12-16","22:07:00",3,"AL",1,0,0,0,0,0,0,33.0851,-86.8429,33.1,-86.8077,2.29,200,1,1,1,117,0,0,0,0
618524,2019,12,17,"2019-12-17","06:30:00",3,"GA",13,0,0,0,0,0,0,31.355,-85.0228,31.3588,-85.0177,0.4,50,1,1,1,99,0,0,0,0
618525,2019,12,17,"2019-12-17","06:52:00",3,"AL",1,0,0,0,0,25000,0,31.03,-85.39,31.0309,-85.3879,0.14,25,1,1,1,69,0,0,0,0
618526,2019,12,17,"2019-12-17","08:27:00",3,"GA",13,0,1,0,0,75000,0,31.2046,-84.7031,31.2336,-84.5973,6.56,200,1,1,1,201,0,0,0,0
618527,2019,12,17,"2019-12-17","09:00:00",3,"GA",13,0,0,0,0,10000,0,31.3074,-84.3932,31.3084,-84.39,0.2,75,1,1,1,7,0,0,0,0
618528,2019,12,17,"2019-12-17","10:39:00",3,"GA",13,0,2,0,0,6e+05,0,31.58,-83.42,31.6982,-83.105,20.31,400,1,1,1,155,17,0,0,0
618529,2019,12,25,"2019-12-25","23:00:00",3,"CA",6,0,0,0,0,0,0,34.2356,-119.2588,34.246,-119.2664,0.84,7,1,1,1,111,0,0,0,0
618530,2019,12,27,"2019-12-27","17:54:00",3,"NM",35,0,1,0,0,3e+05,0,34.5798,-103.3425,34.6407,-103.3022,4.79,100,1,1,1,9,0,0,0,0
618531,2019,12,28,"2019-12-28","15:28:00",3,"OK",40,0,0,0,0,0,10000,34.4702,-96.246,34.4702,-96.246,0.2,20,1,1,1,29,0,0,0,0
618532,2019,12,28,"2019-12-28","15:30:00",3,"OK",40,0,0,0,0,42000,0,36.0121,-95.7647,36.0225,-95.7466,1.2,160,1,1,1,143,145,0,0,0
618533,2019,12,28,"2019-12-28","19:03:00",3,"MO",29,0,0,0,0,55000,0,37.5943,-93.5645,37.6115,-93.5524,1.36,75,1,1,1,167,0,0,0,0
618534,2019,12,29,"2019-12-29","14:49:00",3,"MS",28,0,0,0,0,10000,0,32.3604,-90.4975,32.3634,-90.4826,0.89,150,1,1,1,49,0,0,0,0
618535,2019,12,29,"2019-12-29","15:35:00",3,"MS",28,0,1,0,0,29000,0,32.8795,-89.8075,32.938,-89.7029,7.34,400,1,1,1,89,7,79,7,0
618536,2019,12,29,"2019-12-29","15:53:00",3,"MS",28,0,1,0,0,10000,0,33.0978,-89.5429,33.141,-89.4411,6.6,500,1,1,1,7,0,0,0,0
618537,2019,12,29,"2019-12-29","16:03:00",3,"MS",28,0,1,0,0,75000,0,33.1628,-89.4323,33.2339,-89.3298,7.7,900,1,1,1,7,0,0,0,0
618538,2019,12,29,"2019-12-29","16:13:00",3,"MS",28,0,1,0,0,10000,0,33.2598,-89.2778,33.2879,-89.2208,3.82,200,1,1,1,19,0,0,0,0
618539,2019,12,29,"2019-12-29","16:32:00",3,"MS",28,0,0,0,0,5000,0,33.472,-89.0315,33.4888,-88.991,2.61,200,1,1,1,105,0,0,0,0
618540,2019,12,29,"2019-12-29","17:13:00",3,"MS",28,0,1,0,0,150000,0,32.5268,-89.1628,32.5581,-89.1215,3.23,125,1,1,1,101,0,0,0,0
618541,2019,12,29,"2019-12-29","18:50:00",3,"AL",1,0,0,0,0,0,0,34.7541,-87.0777,34.7946,-87.0041,5.07,50,1,1,1,83,0,0,0,0
617031,2019,1,17,"2019-01-17","17:20:00",3,"CA",6,0,1,0,0,5e+05,0,36.84,-119.56,36.8403,-119.544,0.25,20,1,1,1,19,0,0,0,0
617032,2019,1,18,"2019-01-18","16:05:00",3,"IL",17,0,-9,0,0,0,0,41.3494,-88.2408,41.3493,-88.2419,0.06,25,1,1,1,197,0,0,0,0
617033,2019,1,19,"2019-01-19","06:42:00",3,"MS",28,0,1,0,0,45000,0,32.8759,-89.517,32.896,-89.5194,1.4,250,1,1,1,79,0,0,0,0
617034,2019,1,19,"2019-01-19","07:38:00",3,"MS",28,0,0,0,0,10000,0,32.1407,-90.0569,32.1651,-90.0204,2.72,150,1,1,1,121,0,0,0,0
617035,2019,1,19,"2019-01-19","07:44:00",3,"MS",28,0,1,0,0,50000,0,32.203,-89.9774,32.2256,-89.9452,2.45,150,1,1,1,121,0,0,0,0
617036,2019,1,19,"2019-01-19","08:43:00",3,"MS",28,0,0,0,0,10000,0,32.7283,-89.1581,32.7319,-89.1571,0.26,50,1,1,1,99,0,0,0,0
617037,2019,1,19,"2019-01-19","09:22:00",3,"LA",22,0,1,0,0,0,0,30.8092,-90.3024,30.8092,-90.3024,0.25,40,1,1,1,105,0,0,0,0
617038,2019,1,19,"2019-01-19","09:45:00",3,"LA",22,0,1,0,0,0,0,30.9108,-90.0896,30.9149,-90.0702,1.2,75,1,1,1,117,0,0,0,0
617039,2019,1,19,"2019-01-19","13:47:00",3,"AL",1,0,1,0,0,0,0,32.3481,-86.9096,32.3981,-86.8233,6.13,75,1,1,1,47,1,0,0,0
617040,2019,1,19,"2019-01-19","14:04:00",3,"AL",1,0,1,2,0,0,0,32.4847,-86.7275,32.5467,-86.59,9.08,400,1,1,1,1,0,0,0,0
