"om","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4"
622424,2016,10,17,"2016-10-17","16:42:00",3,"MN",27,0,0.75,0,0,0,0,44.82,-92.93,44.8311,-92.7988,0,0,0,0,0,163,0,0,0
622425,2016,10,17,"2016-10-17","17:00:00",3,"WI",55,0,0.88,0,0,0,0,44.86,-92.62,44.8613,-92.5008,0,0,0,0,0,93,0,0,0
622426,2016,10,17,"2016-10-17","22:40:00",3,"WI",55,0,0.75,0,0,0,0,44.91,-92.48,44.91,-92.48,0,0,0,0,0,109,0,0,0
622427,2016,10,18,"2016-10-18","01:00:00",3,"WI",55,0,0.88,0,0,0,0,45.73,-88.69,45.73,-88.69,0,0,0,0,0,41,0,0,0
622428,2016,10,19,"2016-10-19","11:39:00",3,"MO",29,0,0.75,0,0,0,0,37.36,-93.36,37.36,-93.36,0,0,0,0,0,77,0,0,0
622429,2016,10,19,"2016-10-19","12:05:00",3,"MO",29,0,1,0,0,0,0,37.91,-93.19,37.91,-93.19,0,0,0,0,0,85,0,0,0
622430,2016,10,19,"2016-10-19","12:07:00",3,"MO",29,0,1.25,0,0,0,0,37.91,-93.19,37.91,-93.19,0,0,0,0,0,85,0,0,0
622431,2016,10,19,"2016-10-19","12:40:00",3,"MO",29,0,1,0,0,0,0,37.5,-92.82,37.5,-92.82,0,0,0,0,0,105,0,0,0
622432,2016,10,19,"2016-10-19","13:36:00",3,"MO",29,0,1,0,0,0,0,37.49,-92.4,37.49,-92.4,0,0,0,0,0,105,0,0,0
622433,2016,10,19,"2016-10-19","14:16:00",3,"IN",18,0,1,0,0,0,0,38.87,-87.44,38.87,-87.44,0,0,0,0,0,83,0,0,0
622434,2016,10,19,"2016-10-19","14:16:00",3,"IN",18,0,1,0,0,0,0,38.96,-87.4,38.96,-87.4,0,0,0,0,0,153,0,0,0
622435,2016,10,19,"2016-10-19","14:26:00",3,"IN",18,0,1.25,0,0,0,0,38.89,-87.31,38.89,-87.31,0,0,0,0,0,83,0,0,0
622436,2016,10,19,"2016-10-19","14:41:00",3,"MO",29,0,1.25,0,0,0,0,37.69,-91.87,37.69,-91.87,0,0,0,0,0,161,0,0,0
622437,2016,10,19,"2016-10-19","14:52:00",3,"MO",29,0,1,0,0,0,0,37.5,-91.86,37.5,-91.86,0,0,0,0,0,215,0,0,0
622438,2016,10,19,"2016-10-19","15:06:00",3,"MO",29,0,0.75,0,0,0,0,37.38,-91.83,37.38,-91.83,0,0,0,0,0,215,0,0,0
622439,2016,10,19,"2016-10-19","15:11:00",3,"MO",29,0,0.75,0,0,0,0,37.32,-92.88,37.32,-92.88,0,0,0,0,0,225,0,0,0
622440,2016,10,19,"2016-10-19","15:12:00",3,"MO",29,0,1,0,0,0,0,37.29,-92.84,37.29,-92.84,0,0,0,0,0,225,0,0,0
622441,2016,10,19,"2016-10-19","15:16:00",3,"MO",29,0,0.75,0,0,0,0,37.45,-91.7,37.45,-91.7,0,0,0,0,0,65,0,0,0
622442,2016,10,19,"2016-10-19","15:28:00",3,"MO",29,0,1.25,0,0,0,0,37.49,-91.57,37.49,-91.57,0,0,0,0,0,65,0,0,0
622443,2016,10,19,"2016-10-19","15:40:00",3,"MO",29,0,1,0,0,0,0,37.6956,-90.6388,37.6956,-90.6388,0,0,0,0,0,187,0,0,0
622444,2016,10,19,"2016-10-19","16:12:00",3,"IN",18,0,2.5,0,0,0,0,38.98,-85.1,38.98,-85.1,0,0,0,0,0,29,0,0,0
622445,2016,10,19,"2016-10-19","16:13:00",3,"IN",18,0,2.75,0,0,0,0,38.91,-85.08,38.91,-85.08,0,0,0,0,0,115,0,0,0
622446,2016,10,19,"2016-10-19","16:18:00",3,"IN",18,0,3,0,0,0,0,38.98,-85.13,38.98,-85.13,0,0,0,0,0,137,0,0,0
622447,2016,10,19,"2016-10-19","16:24:00",3,"IN",18,0,2.5,0,0,0,0,39.02,-85.06,39.02,-85.06,0,0,0,0,0,29,0,0,0
622448,2016,10,19,"2016-10-19","16:26:00",3,"IN",18,0,0.88,0,0,0,0,39.04,-84.96,39.04,-84.96,0,0,0,0,0,29,0,0,0
622449,2016,10,19,"2016-10-19","16:30:00",3,"IN",18,0,3,0,0,0,0,38.91,-84.99,38.91,-84.99,0,0,0,0,0,115,0,0,0
622450,2016,10,19,"2016-10-19","16:38:00",3,"IN",18,0,1,0,0,0,0,38.88,-86.05,38.88,-86.05,0,0,0,0,0,71,0,0,0
622451,2016,10,19,"2016-10-19","16:42:00",3,"IN",18,0,2.75,0,0,0,0,38.95,-84.9,38.95,-84.9,0,0,0,0,0,115,0,0,0
622452,2016,10,19,"2016-10-19","16:50:00",3,"IN",18,0,2.25,0,0,0,0,38.97,-84.91,38.97,-84.91,0,0,0,0,0,115,0,0,0
622453,2016,10,19,"2016-10-19","16:56:00",3,"KY",21,0,0.75,0,0,0,0,38.92,-84.74,38.92,-84.74,0,0,0,0,0,15,0,0,0
622454,2016,10,19,"2016-10-19","17:10:00",3,"KY",21,0,1,0,0,0,0,38.94,-84.67,38.94,-84.67,0,0,0,0,0,15,0,0,0
622455,2016,10,19,"2016-10-19","17:12:00",3,"MO",29,0,1.75,0,0,0,0,37.5887,-90.3914,37.586,-90.1545,0,0,0,0,0,123,0,0,0
622456,2016,10,19,"2016-10-19","17:17:00",3,"OK",40,0,1,0,0,0,0,36.229,-94.85,36.229,-94.85,0,0,0,0,0,41,0,0,0
622457,2016,10,19,"2016-10-19","17:20:00",3,"KY",21,0,1,0,0,25000,0,38.9391,-84.5438,38.9391,-84.5438,0,0,0,0,0,117,0,0,0
622458,2016,10,19,"2016-10-19","17:26:00",3,"KY",21,0,1.75,0,0,0,0,38.95,-84.55,38.95,-84.55,0,0,0,0,0,117,0,0,0
622459,2016,10,19,"2016-10-19","17:34:00",3,"KY",21,0,2.5,0,0,0,0,38.83,-84.46,38.83,-84.46,0,0,0,0,0,37,0,0,0
622460,2016,10,19,"2016-10-19","18:02:00",3,"KY",21,0,1.75,0,0,0,0,38.92,-84.26,38.92,-84.26,0,0,0,0,0,37,0,0,0
622461,2016,10,19,"2016-10-19","19:30:00",3,"IL",17,0,1,0,0,0,0,39.06,-88.75,39.06,-88.75,0,0,0,0,0,49,0,0,0
622462,2016,10,19,"2016-10-19","19:34:00",3,"IL",17,0,1,0,0,0,0,39.08,-88.67,39.08,-88.67,0,0,0,0,0,49,0,0,0
622463,2016,10,19,"2016-10-19","19:40:00",3,"IL",17,0,1,0,0,0,0,39.12,-88.55,39.12,-88.55,0,0,0,0,0,49,0,0,0
622464,2016,10,19,"2016-10-19","19:41:00",3,"IL",17,0,1,0,0,0,0,39.12,-88.55,39.12,-88.55,0,0,0,0,0,49,0,0,0
622465,2016,10,19,"2016-10-19","20:45:00",3,"MO",29,0,1,0,0,0,0,37.64,-93.09,37.64,-93.09,0,0,0,0,0,59,0,0,0
622466,2016,10,19,"2016-10-19","22:34:00",3,"IN",18,0,0.75,0,0,0,0,39.5,-85.79,39.5,-85.79,0,0,0,0,0,145,0,0,0
622467,2016,10,19,"2016-10-19","23:10:00",3,"IL",17,0,0.75,0,0,0,0,38.8919,-90.1864,38.8919,-90.1864,0,0,0,0,0,119,0,0,0
622468,2016,10,20,"2016-10-20","00:10:00",3,"IL",17,0,0.75,0,0,0,0,39.12,-90.32,39.12,-90.32,0,0,0,0,0,83,0,0,0
622469,2016,10,20,"2016-10-20","13:40:00",3,"OH",39,0,1,0,0,0,0,39.38,-81.62,39.38,-81.62,0,0,0,0,0,167,0,0,0
622470,2016,10,20,"2016-10-20","13:57:00",3,"OH",39,0,1,0,0,0,0,39.47,-81.47,39.47,-81.47,0,0,0,0,0,167,0,0,0
622471,2016,10,20,"2016-10-20","14:39:00",3,"WV",54,0,1,0,0,0,0,39.61,-80.94,39.61,-80.94,0,0,0,0,0,103,0,0,0
622472,2016,10,20,"2016-10-20","14:44:00",3,"WV",54,0,1.5,0,0,0,0,39.64,-80.86,39.64,-80.86,0,0,0,0,0,103,0,0,0
622473,2016,10,20,"2016-10-20","14:50:00",3,"KY",21,0,1,0,0,0,0,37.59,-85.06,37.59,-85.06,0,0,0,0,0,155,0,0,0
622474,2016,10,20,"2016-10-20","17:20:00",3,"WV",54,0,1,0,0,0,0,39.16,-80.35,39.16,-80.35,0,0,0,0,0,33,0,0,0
622475,2016,10,20,"2016-10-20","17:29:00",3,"WV",54,0,1.25,0,0,0,0,39.1708,-80.3399,39.1708,-80.3399,0,0,0,0,0,33,0,0,0
622476,2016,10,20,"2016-10-20","17:46:00",3,"WV",54,0,1,0,0,0,0,39.29,-80.16,39.29,-80.16,0,0,0,0,0,91,0,0,0
622477,2016,10,24,"2016-10-24","17:30:00",3,"ID",16,0,0.75,0,0,0,0,42.92,-114.77,42.9645,-114.5764,0,0,0,0,0,47,0,0,0
622478,2016,10,25,"2016-10-25","18:00:00",3,"IA",19,0,1,0,0,0,0,43.3,-94.51,43.3,-94.51,0,0,0,0,0,63,0,0,0
622479,2016,10,25,"2016-10-25","18:27:00",3,"IA",19,0,0.75,0,0,0,0,43.38,-94.31,43.38,-94.31,0,0,0,0,0,109,0,0,0
622480,2016,10,25,"2016-10-25","20:10:00",3,"KS",20,0,1,0,0,0,0,38.54,-99.61,38.54,-99.61,0,0,0,0,0,135,0,0,0
622481,2016,10,25,"2016-10-25","20:25:00",3,"KS",20,0,1,0,0,0,0,38.59,-99.5,38.59,-99.5,0,0,0,0,0,165,0,0,0
622482,2016,10,26,"2016-10-26","13:42:00",3,"OK",40,0,1,0,0,0,0,34.87,-96.66,34.87,-96.66,0,0,0,0,0,123,0,0,0
622483,2016,10,26,"2016-10-26","14:08:00",3,"OK",40,0,1,0,0,0,0,34.77,-96.68,34.77,-96.68,0,0,0,0,0,123,0,0,0
622484,2016,10,26,"2016-10-26","15:26:00",3,"OK",40,0,1,0,0,0,0,34.43,-96.27,34.43,-96.27,0,0,0,0,0,29,0,0,0
622485,2016,10,26,"2016-10-26","15:52:00",3,"OK",40,0,1,0,0,0,0,34.76,-96.87,34.76,-96.87,0,0,0,0,0,123,0,0,0
622486,2016,10,30,"2016-10-30","07:59:00",3,"OH",39,0,1,0,0,0,0,40.95,-83.37,40.95,-83.37,0,0,0,0,0,175,0,0,0
622487,2016,10,30,"2016-10-30","08:08:00",3,"OH",39,0,0.88,0,0,0,0,40.9295,-83.1971,40.9295,-83.1971,0,0,0,0,0,175,0,0,0
622488,2016,10,30,"2016-10-30","15:40:00",3,"NJ",34,0,0.75,0,0,0,0,40.66,-74.3,40.66,-74.3,0,0,0,0,0,39,0,0,0
622281,2016,10,1,"2016-10-01","19:43:00",3,"MT",30,0,0.88,0,0,0,0,48.4,-108.24,48.4,-108.24,0,0,0,0,0,71,0,0,0
622282,2016,10,2,"2016-10-02","16:00:00",3,"CA",6,0,1.25,0,0,0,0,38.77,-121.27,38.77,-121.27,0,0,0,0,0,61,0,0,0
622283,2016,10,2,"2016-10-02","16:30:00",3,"FL",12,0,0.88,0,0,0,0,27.29,-82.48,27.29,-82.48,0,0,0,0,0,115,0,0,0
622284,2016,10,2,"2016-10-02","16:50:00",3,"KS",20,0,0.88,0,0,0,0,37.33,-101.03,37.33,-101.03,0,0,0,0,0,175,0,0,0
622285,2016,10,2,"2016-10-02","17:25:00",3,"ID",16,0,1,0,0,0,0,43.72,-112.13,43.72,-112.13,0,0,0,0,0,51,0,0,0
622286,2016,10,2,"2016-10-02","17:40:00",3,"CA",6,0,1,0,0,0,0,39.75,-121.81,39.75,-121.81,0,0,0,0,0,7,0,0,0
622287,2016,10,2,"2016-10-02","18:55:00",3,"ID",16,0,1.75,0,0,0,0,42.87,-111.88,42.87,-111.88,0,0,0,0,0,29,0,0,0
622288,2016,10,2,"2016-10-02","19:34:00",3,"WY",56,0,0.75,0,0,0,0,44.299,-105.55,44.299,-105.55,0,0,0,0,0,5,0,0,0
622289,2016,10,2,"2016-10-02","19:40:00",3,"WY",56,0,1,0,0,0,0,44.3004,-105.5279,44.3004,-105.5279,0,0,0,0,0,5,0,0,0
622290,2016,10,2,"2016-10-02","19:45:00",3,"WY",56,0,1,0,0,0,0,44.328,-105.514,44.328,-105.514,0,0,0,0,0,5,0,0,0
622291,2016,10,2,"2016-10-02","19:59:00",3,"WY",56,0,1,0,0,0,0,44.3836,-105.4458,44.3836,-105.4458,0,0,0,0,0,5,0,0,0
622292,2016,10,3,"2016-10-03","05:38:00",3,"ND",38,0,0.88,0,0,0,0,48.29,-99.8,48.29,-99.8,0,0,0,0,0,5,0,0,0
622293,2016,10,3,"2016-10-03","12:55:00",3,"WY",56,0,1,0,0,0,0,42.06,-104.18,42.06,-104.18,0,0,0,0,0,15,0,0,0
622294,2016,10,3,"2016-10-03","15:02:00",3,"NE",31,0,1,0,0,0,0,42.129,-102.87,42.129,-102.87,0,0,0,0,0,13,0,0,0
622295,2016,10,3,"2016-10-03","15:05:00",3,"NE",31,0,1.5,0,0,0,0,42.2024,-102.8622,42.2024,-102.8622,0,0,0,0,0,13,0,0,0
622296,2016,10,3,"2016-10-03","15:53:00",3,"NE",31,0,1.5,0,0,0,0,40.66,-101.72,40.66,-101.72,0,0,0,0,0,29,0,0,0
622297,2016,10,3,"2016-10-03","16:35:00",3,"NE",31,0,0.75,0,0,0,0,40.85,-101.39,40.85,-101.39,0,0,0,0,0,135,0,0,0
622298,2016,10,3,"2016-10-03","16:43:00",3,"NE",31,0,1,0,0,0,0,40.86,-101.39,40.86,-101.39,0,0,0,0,0,135,0,0,0
622299,2016,10,3,"2016-10-03","17:41:00",3,"SD",46,0,1,0,0,0,0,44.86,-101.47,44.86,-101.47,0,0,0,0,0,137,0,0,0
622300,2016,10,4,"2016-10-04","02:20:00",3,"NE",31,0,1.5,0,0,0,1e+05,40.87,-98,40.87,-98,0,0,0,0,0,81,0,0,0
622301,2016,10,4,"2016-10-04","15:10:00",3,"KS",20,0,0.75,0,0,0,0,39.38,-97.16,39.38,-97.16,0,0,0,0,0,27,0,0,0
622302,2016,10,4,"2016-10-04","15:15:00",3,"KS",20,0,1.75,0,0,0,0,39,-98.15,39,-98.15,0,0,0,0,0,105,0,0,0
622303,2016,10,4,"2016-10-04","15:21:00",3,"KS",20,0,1,0,0,0,0,39.52,-97.14,39.52,-97.14,0,0,0,0,0,27,0,0,0
622304,2016,10,4,"2016-10-04","15:26:00",3,"KS",20,0,1.5,0,0,0,0,39.5,-97.18,39.5,-97.18,0,0,0,0,0,27,0,0,0
622305,2016,10,4,"2016-10-04","15:37:00",3,"KS",20,0,1.75,0,0,0,0,38.98,-98.02,38.98,-98.02,0,0,0,0,0,105,0,0,0
622306,2016,10,4,"2016-10-04","15:40:00",3,"KS",20,0,1,0,0,0,0,39.69,-97.11,39.69,-97.11,0,0,0,0,0,201,0,0,0
622307,2016,10,4,"2016-10-04","15:47:00",3,"KS",20,0,0.75,0,0,0,0,38.74,-98.23,38.74,-98.23,0,0,0,0,0,53,0,0,0
622308,2016,10,4,"2016-10-04","15:48:00",3,"KS",20,0,1.5,0,0,0,0,39.52,-96.87,39.52,-96.87,0,0,0,0,0,161,0,0,0
622309,2016,10,4,"2016-10-04","15:50:00",3,"NE",31,0,1.25,0,0,2000,0,40.3,-97.67,40.2855,-97.67,0,0,0,0,0,169,0,0,0
622310,2016,10,4,"2016-10-04","16:06:00",3,"NE",31,0,2,0,0,1e+05,0,40.34,-97.57,40.34,-97.57,0,0,0,0,0,169,0,0,0
622311,2016,10,4,"2016-10-04","16:12:00",3,"KS",20,0,1,0,0,0,0,39.69,-96.75,39.69,-96.75,0,0,0,0,0,117,0,0,0
622312,2016,10,4,"2016-10-04","16:26:00",3,"KS",20,0,0.75,0,0,0,0,38.82,-97.9,38.82,-97.9,0,0,0,0,0,169,0,0,0
622313,2016,10,4,"2016-10-04","16:26:00",3,"KS",20,0,1.75,0,0,0,0,39.22,-97.55,39.22,-97.55,0,0,0,0,0,143,0,0,0
622314,2016,10,4,"2016-10-04","16:31:00",3,"NE",31,0,1,0,0,0,0,40.44,-97.36,40.44,-97.36,0,0,0,0,0,151,0,0,0
622315,2016,10,4,"2016-10-04","16:35:00",3,"KS",20,0,1.75,0,0,0,0,39.25,-97.42,39.25,-97.42,0,0,0,0,0,143,0,0,0
622316,2016,10,4,"2016-10-04","16:36:00",3,"KS",20,0,1,0,0,0,0,38.66,-98,38.66,-98,0,0,0,0,0,53,0,0,0
622317,2016,10,4,"2016-10-04","16:38:00",3,"NE",31,0,1,0,0,0,0,40.49,-97.34,40.49,-97.34,0,0,0,0,0,151,0,0,0
622318,2016,10,4,"2016-10-04","16:40:00",3,"KS",20,0,1.5,0,0,0,0,38.82,-97.8,38.82,-97.8,0,0,0,0,0,169,0,0,0
622319,2016,10,4,"2016-10-04","16:40:00",3,"KS",20,0,1,0,0,0,0,39.09,-97.64,39.09,-97.64,0,0,0,0,0,143,0,0,0
622320,2016,10,4,"2016-10-04","16:51:00",3,"NE",31,0,1.25,0,0,0,0,40.47,-97.35,40.47,-97.35,0,0,0,0,0,151,0,0,0
622321,2016,10,4,"2016-10-04","16:55:00",3,"KS",20,0,0.75,0,0,0,0,38.95,-97.68,38.95,-97.68,0,0,0,0,0,169,0,0,0
622322,2016,10,4,"2016-10-04","17:02:00",3,"NE",31,0,1,0,0,0,0,40.62,-97.18,40.62,-97.18,0,0,0,0,0,151,0,0,0
622323,2016,10,4,"2016-10-04","17:06:00",3,"KS",20,0,0.75,0,0,0,0,38.0286,-97.7596,38.0286,-97.7596,0,0,0,0,0,155,0,0,0
622324,2016,10,4,"2016-10-04","17:07:00",3,"KS",20,0,0.75,0,0,0,0,38.84,-97.64,38.84,-97.64,0,0,0,0,0,169,0,0,0
622325,2016,10,4,"2016-10-04","17:10:00",3,"NE",31,0,0.75,0,0,0,0,40.65,-97.08,40.65,-97.08,0,0,0,0,0,151,0,0,0
622326,2016,10,4,"2016-10-04","17:19:00",3,"KS",20,0,1,0,0,0,0,37.61,-97.88,37.61,-97.88,0,0,0,0,0,95,0,0,0
622327,2016,10,4,"2016-10-04","17:20:00",3,"KS",20,0,2,0,0,0,0,37.63,-97.78,37.63,-97.78,0,0,0,0,0,173,0,0,0
622328,2016,10,4,"2016-10-04","17:22:00",3,"KS",20,0,1,0,0,0,0,37.65,-97.74,37.65,-97.74,0,0,0,0,0,173,0,0,0
622329,2016,10,4,"2016-10-04","17:48:00",3,"KS",20,0,1,0,0,0,0,39.08,-97.21,39.08,-97.21,0,0,0,0,0,41,0,0,0
622330,2016,10,4,"2016-10-04","17:51:00",3,"KS",20,0,1,0,0,0,0,37.77,-97.48,37.77,-97.48,0,0,0,0,0,173,0,0,0
622331,2016,10,4,"2016-10-04","17:56:00",3,"KS",20,0,0.75,0,0,0,0,38.25,-97.35,38.25,-97.35,0,0,0,0,0,115,0,0,0
622332,2016,10,4,"2016-10-04","17:56:00",3,"KS",20,0,1,0,0,0,0,37.78,-97.54,37.78,-97.54,0,0,0,0,0,173,0,0,0
622333,2016,10,4,"2016-10-04","17:58:00",3,"KS",20,0,0.88,0,0,0,0,39.08,-97.08,39.08,-97.08,0,0,0,0,0,41,0,0,0
622334,2016,10,4,"2016-10-04","17:59:00",3,"KS",20,0,1.75,0,0,0,0,37.78,-97.54,37.78,-97.54,0,0,0,0,0,173,0,0,0
622335,2016,10,4,"2016-10-04","18:00:00",3,"KS",20,0,0.75,0,0,0,0,37.89,-97.52,37.89,-97.52,0,0,0,0,0,173,0,0,0
622336,2016,10,4,"2016-10-04","18:14:00",3,"KS",20,0,2,0,0,0,0,37.63,-97.62,37.63,-97.62,0,0,0,0,0,173,0,0,0
622337,2016,10,4,"2016-10-04","18:22:00",3,"KS",20,0,1.75,0,0,0,0,37.66,-97.58,37.66,-97.58,0,0,0,0,0,173,0,0,0
622338,2016,10,4,"2016-10-04","18:22:00",3,"KS",20,0,0.75,0,0,0,0,38.98,-97.02,38.98,-97.02,0,0,0,0,0,41,0,0,0
622339,2016,10,4,"2016-10-04","18:24:00",3,"KS",20,0,1.75,0,0,0,0,38.39,-97.07,38.39,-97.07,0,0,0,0,0,115,0,0,0
622340,2016,10,4,"2016-10-04","18:46:00",3,"KS",20,0,0.88,0,0,0,0,37.94,-97.02,37.94,-97.02,0,0,0,0,0,15,0,0,0
622341,2016,10,4,"2016-10-04","18:50:00",3,"KS",20,0,1,0,0,0,0,38.57,-96.85,38.57,-96.85,0,0,0,0,0,127,0,0,0
622342,2016,10,4,"2016-10-04","18:51:00",3,"OK",40,0,1,0,0,0,0,35.29,-97.81,35.29,-97.81,0,0,0,0,0,51,0,0,0
622343,2016,10,4,"2016-10-04","18:56:00",3,"NE",31,0,0.75,0,0,0,0,40.14,-97.18,40.14,-97.18,0,0,0,0,0,95,0,0,0
622344,2016,10,4,"2016-10-04","19:02:00",3,"OK",40,0,1.5,0,0,0,0,35.3,-97.83,35.3,-97.83,0,0,0,0,0,51,0,0,0
622345,2016,10,4,"2016-10-04","19:10:00",3,"KS",20,0,1,0,0,0,0,37,-97.41,37,-97.41,0,0,0,0,0,191,0,0,0
622346,2016,10,4,"2016-10-04","19:29:00",3,"OK",40,0,1,0,0,0,0,36.3,-98.04,36.3,-98.04,0,0,0,0,0,47,0,0,0
622347,2016,10,4,"2016-10-04","20:26:00",3,"OK",40,0,1.25,0,0,0,0,35.62,-97.44,35.62,-97.44,0,0,0,0,0,109,0,0,0
622348,2016,10,4,"2016-10-04","20:58:00",3,"OK",40,0,1.75,0,0,0,0,35.69,-97.23,35.69,-97.23,0,0,0,0,0,109,0,0,0
622349,2016,10,4,"2016-10-04","21:09:00",3,"OK",40,0,1,0,0,0,0,35.5,-97,35.5,-97,0,0,0,0,0,81,0,0,0
622350,2016,10,4,"2016-10-04","23:14:00",3,"OK",40,0,1,0,0,0,0,35.2,-96.95,35.2,-96.95,0,0,0,0,0,125,0,0,0
622351,2016,10,5,"2016-10-05","01:40:00",3,"OK",40,0,1,0,0,0,0,35.3524,-95.58,35.3524,-95.58,0,0,0,0,0,91,0,0,0
622352,2016,10,5,"2016-10-05","17:25:00",3,"TX",48,0,1,0,0,0,0,33.51,-99.43,33.51,-99.43,0,0,0,0,0,23,0,0,0
622353,2016,10,5,"2016-10-05","22:32:00",3,"KS",20,0,0.75,0,0,0,0,39.09,-95,39.09,-95,0,0,0,0,0,103,0,0,0
622354,2016,10,6,"2016-10-06","00:34:00",3,"IL",17,0,0.88,0,0,0,0,40.8145,-90.4,40.8145,-90.4,0,0,0,0,0,95,0,0,0
622355,2016,10,6,"2016-10-06","10:10:00",3,"NE",31,0,1,0,0,0,0,40.65,-96.63,40.65,-96.63,0,0,0,0,0,109,0,0,0
622356,2016,10,6,"2016-10-06","10:15:00",3,"NE",31,0,0.75,0,0,0,0,40.7,-96.47,40.7,-96.47,0,0,0,0,0,109,0,0,0
622357,2016,10,6,"2016-10-06","10:20:00",3,"NE",31,0,1.75,0,0,0,0,40.7,-96.57,40.7,-96.57,0,0,0,0,0,109,0,0,0
622358,2016,10,6,"2016-10-06","10:35:00",3,"NE",31,0,0.88,0,0,0,0,40.5993,-97.6596,40.5993,-97.6596,0,0,0,0,0,59,0,0,0
622359,2016,10,6,"2016-10-06","11:25:00",3,"NE",31,0,1.25,0,0,0,0,41.1,-96.08,41.1,-96.08,0,0,0,0,0,153,0,0,0
622360,2016,10,6,"2016-10-06","13:26:00",3,"KS",20,0,1,0,0,0,0,37.44,-96.86,37.44,-96.86,0,0,0,0,0,35,0,0,0
622361,2016,10,6,"2016-10-06","13:26:00",3,"KS",20,0,1,0,0,0,0,37.19,-95.39,37.19,-95.39,0,0,0,0,0,99,0,0,0
622362,2016,10,6,"2016-10-06","14:17:00",3,"NE",31,0,0.88,0,0,0,0,42.47,-97.43,42.47,-97.43,0,0,0,0,0,27,0,0,0
622363,2016,10,6,"2016-10-06","14:40:00",3,"TX",48,0,2,0,0,15000,0,34.3906,-100.0861,34.3793,-100.0525,0,0,0,0,0,75,0,0,0
622364,2016,10,6,"2016-10-06","14:44:00",3,"KS",20,0,1,0,0,0,0,39.54,-97.43,39.54,-97.43,0,0,0,0,0,29,0,0,0
622365,2016,10,6,"2016-10-06","14:50:00",3,"OK",40,0,1.75,0,0,0,0,34.66,-99.92,34.66,-99.92,0,0,0,0,0,57,0,0,0
622366,2016,10,6,"2016-10-06","14:55:00",3,"KS",20,0,2,0,0,0,0,39.57,-97.28,39.57,-97.28,0,0,0,0,0,201,0,0,0
622367,2016,10,6,"2016-10-06","14:59:00",3,"KS",20,0,2,0,0,0,0,39.57,-97.28,39.57,-97.28,0,0,0,0,0,201,0,0,0
622368,2016,10,6,"2016-10-06","15:00:00",3,"KS",20,0,0.88,0,0,0,0,39.35,-97.45,39.35,-97.45,0,0,0,0,0,29,0,0,0
622369,2016,10,6,"2016-10-06","15:01:00",3,"KS",20,0,1,0,0,0,0,39.57,-97.28,39.57,-97.28,0,0,0,0,0,201,0,0,0
